date,asset,f_0002,f_0004,ret_fwd_1,market_ret
2021-01-01,A0001,-0.6528267380138233,0.07998754491902679,0.0097431100948967,0.0112636780191592
2021-01-01,A0002,-0.3904245117112518,0.01114020225102298,-0.001174393925757423,0.0112636780191592
2021-01-01,A0003,-1.0976248487280076,0.24036250258577027,0.0235138543817524,0.0112636780191592
2021-01-01,A0004,-0.8272074976035981,-2.182623001334869,0.042656414644229396,0.0112636780191592
2021-01-01,A0005,-0.8210427641488712,0.5409767998708463,0.0280979283236143,0.0112636780191592
2021-01-01,A0006,-0.7497550161736288,-0.14314051371927786,0.0090285932092082,0.0112636780191592
2021-01-01,A0007,-0.7206131165860371,-3.022802004636026,0.0159238691813704,0.0112636780191592
2021-01-01,A0008,2.522392566830295,1.8507520375771591,0.0314523990343441,0.0112636780191592
2021-01-01,A0009,-0.7856851506170163,0.014487017893785417,0.0211841501058783,0.0112636780191592
2021-01-01,A0010,-0.008980381003104658,0.04228499668341381,0.0039732928868862,0.0112636780191592
2021-01-01,A0011,0.39079925685689076,0.370779996101194,0.0178417522760717,0.0112636780191592
2021-01-01,A0012,0.5317893130419091,0.10590810773268704,0.0177787663904088,0.0112636780191592
2021-01-01,A0013,0.898978513580283,0.36309186380785624,0.0169935515075381,0.0112636780191592
2021-01-01,A0014,-0.5124004873916191,0.2804792464726562,0.0152116982714113,0.0112636780191592
2021-01-01,A0015,-1.1098598155789077,0.37151319191868315,0.0359363618574959,0.0112636780191592
2021-01-01,A0016,1.4031749259754331,-0.10000683732488898,0.0333186237001208,0.0112636780191592
2021-01-01,A0017,1.1293629099195108,0.11862365733285435,0.010165333561415,0.0112636780191592
2021-01-01,A0018,-0.5150470812098112,-0.1264703596823637,0.0226709083869621,0.0112636780191592
2021-01-01,A0019,0.07236788101256475,0.4263311589808299,0.0299953642627992,0.0112636780191592
2021-01-01,A0020,1.2426020415487902,0.7583243925696402,0.0143711627833977,0.0112636780191592
2021-01-04,A0001,-0.2172364091856051,0.7635222633380103,0.0030092399432384,0.0197911158477278
2021-01-04,A0002,-0.32472118720345255,-0.13218492567766496,-0.0110346681147017,0.0197911158477278
2021-01-04,A0003,-1.2562379274935676,-0.5145809346295002,-0.0170791798132938,0.0197911158477278
2021-01-04,A0004,-0.7094946740954864,0.43715982532483755,-0.0252925746115888,0.0197911158477278
2021-01-04,A0005,-0.5226329598181014,0.016110237168645992,-0.0132288357594093,0.0197911158477278
2021-01-04,A0006,-0.327100548706831,3.050094434525405,-0.0075694840151858,0.0197911158477278
2021-01-04,A0007,-0.6781524746595347,-1.1133614860239642,-0.028942515712705234,0.0197911158477278
2021-01-04,A0008,2.726540178251163,1.7763937253798079,0.0065580127172789,0.0197911158477278
2021-01-04,A0009,-0.9422464264254399,-0.9026272508872489,-0.0174842567942599,0.0197911158477278
2021-01-04,A0010,-0.08542832447827317,-0.31007399921467643,0.013445681675235886,0.0197911158477278
2021-01-04,A0011,-0.09862125113028515,-0.47335628898144555,-0.0229532088847847,0.0197911158477278
2021-01-04,A0012,0.33252142684020203,-0.29478376275573126,0.0015827529803591,0.0197911158477278
2021-01-04,A0013,0.7216128979657506,-0.2817638139179428,0.0005290286951335,0.0197911158477278
2021-01-04,A0014,-0.5889954265692304,-1.0310643907014718,-0.0095911531820358,0.0197911158477278
2021-01-04,A0015,-1.137112504908521,-0.3904741619015351,-0.0019790093942876,0.0197911158477278
2021-01-04,A0016,1.5290063618841643,0.5675816703020403,-0.0027283046879065,0.0197911158477278
2021-01-04,A0017,0.6260901400087576,-0.41830086666948063,0.0079347402578107,0.0197911158477278
2021-01-04,A0018,-0.6508052711824294,-1.0016939851805586,-0.0013340578779759,0.0197911158477278
2021-01-04,A0019,0.13913154816089282,-0.18614976824198035,-0.001107276317406,0.0197911158477278
2021-01-04,A0020,1.4638828327458275,0.43955347874445444,0.0080017786237402,0.0197911158477278
2021-01-05,A0001,-0.0019099818035539697,0.20607610357714573,0.0122758700472074,-0.0040947005690334
2021-01-05,A0002,-0.7402272486364105,-0.6506688214481176,-0.0083205458751325,-0.0040947005690334
2021-01-05,A0003,-1.1568178131623312,-0.13221512260922072,-0.0062733476934246,-0.0040947005690334
2021-01-05,A0004,-0.6485880408664291,0.5181839118854598,-0.0087244922538354,-0.0040947005690334
2021-01-05,A0005,-0.2851391288805217,-0.015408987691501562,0.0124406921395918,-0.0040947005690334
2021-01-05,A0006,-0.7357073774431354,-2.090353792077803,-0.0066046491165167,-0.0040947005690334
2021-01-05,A0007,-0.20963209478643657,2.394484757385488,-0.04292115271721514,-0.0040947005690334
2021-01-05,A0008,2.5590075097180423,0.0737721098804654,0.0161440206012243,-0.0040947005690334
2021-01-05,A0009,-1.0020511737235587,-0.3011255319430471,-0.0152750086338366,-0.0040947005690334
2021-01-05,A0010,-0.2952822505701023,-0.288180455259915,0.0022191805228699,-0.0040947005690334
2021-01-05,A0011,-0.1466551822185198,-0.2029495705263127,-0.0181533124119386,-0.0040947005690334
2021-01-05,A0012,-0.2758791166582338,-0.32158459942899176,0.008426658718324,-0.0040947005690334
2021-01-05,A0013,1.1478799260988317,0.2985573869918388,0.0079359352519183,-0.0040947005690334
2021-01-05,A0014,-0.2766522468527288,1.926743435910899,0.0258170745424126,-0.0040947005690334
2021-01-05,A0015,-0.9674156753337144,0.01950559863693813,0.0018416491803139,-0.0040947005690334
2021-01-05,A0016,0.5994488899013196,-1.2900331810100374,0.0115629300523168,-0.0040947005690334
2021-01-05,A0017,0.7926716682821556,-0.09719299508916059,0.0097706795935874,-0.0040947005690334
2021-01-05,A0018,-1.0275232944049426,-1.2324245490476928,0.0011408233834046,-0.0040947005690334
2021-01-05,A0019,0.9169213742482603,0.8421765596639538,0.0097870711899489,-0.0040947005690334
2021-01-05,A0020,1.7535512570920098,0.34263774219961163,0.0412987254272362,-0.0040947005690334
2021-01-06,A0001,0.4503495408784342,0.897565726371615,-0.0008767219456621,5.036064721626176e-05
2021-01-06,A0002,-0.7569184786833375,-0.05753305571874548,0.0281296270574011,5.036064721626176e-05
2021-01-06,A0003,-1.2205089828381577,-0.000754151759179893,0.0115377002742055,5.036064721626176e-05
2021-01-06,A0004,-0.5033218178733301,1.5816138109629363,-0.015402037594721554,5.036064721626176e-05
2021-01-06,A0005,-0.2777895143645432,-0.020907551769443554,0.006728775007565,5.036064721626176e-05
2021-01-06,A0006,-0.5454038993793249,2.5005591424224627,-0.0149211860534092,5.036064721626176e-05
2021-01-06,A0007,0.027719548030891997,0.6292826010006363,0.0055934846002726,5.036064721626176e-05
2021-01-06,A0008,2.1201354580713114,-2.236513091159569,0.0144636356182922,5.036064721626176e-05
2021-01-06,A0009,-1.288698223514248,-1.229148968651555,0.029578056963536364,5.036064721626176e-05
2021-01-06,A0010,-0.166630472897581,0.12431405681246625,0.0167308097578106,5.036064721626176e-05
2021-01-06,A0011,0.2426911279524655,0.3126414359789555,0.011185576015749,5.036064721626176e-05
2021-01-06,A0012,-0.22718434610372437,0.06129784605817212,-0.004200361023064,5.036064721626176e-05
2021-01-06,A0013,1.2302560907741724,0.04842190327120022,0.0114353584401286,5.036064721626176e-05
2021-01-06,A0014,-0.22809132758801995,-0.10349551452348596,0.0092259152530314,5.036064721626176e-05
2021-01-06,A0015,-1.290100024864415,-0.4106054887190479,0.0119972881443523,5.036064721626176e-05
2021-01-06,A0016,0.4798778245093609,-0.524606826389613,0.0055230492448864,5.036064721626176e-05
2021-01-06,A0017,0.37955862142305147,-0.27643182888591905,0.007611770666244,5.036064721626176e-05
2021-01-06,A0018,-1.2328884205293027,-1.2262092475306006,0.022022373177944,5.036064721626176e-05
2021-01-06,A0019,0.7918621263353512,-0.4656141328305051,0.0141189741390885,5.036064721626176e-05
2021-01-06,A0020,2.015085170660946,0.3961233350592204,0.0265459055305836,5.036064721626176e-05
2021-01-07,A0001,0.4968159218538614,-0.1947726439413397,0.0027444902452882,0.0114439029181537
2021-01-07,A0002,-0.9704294963269361,-0.7089047778844151,-5.936390792833125e-05,0.0114439029181537
2021-01-07,A0003,-1.3759658985864534,-0.42439159515993374,-0.0087991918204144,0.0114439029181537
2021-01-07,A0004,-0.7359512022534235,-1.8122299218681865,-0.0093853683875173,0.0114439029181537
2021-01-07,A0005,0.5402885559944018,0.4890517945923506,-0.0141113010433288,0.0114439029181537
2021-01-07,A0006,-0.5977261813692099,-0.3599275269287879,-0.0146917961156048,0.0114439029181537
2021-01-07,A0007,0.2520091329737163,1.2247796192019296,-0.0104285187681112,0.0114439029181537
2021-01-07,A0008,1.4732616578686741,-1.500338421163813,-0.0121557528590149,0.0114439029181537
2021-01-07,A0009,-1.0685730304931094,0.5896808394175386,0.008647574095198627,0.0114439029181537
2021-01-07,A0010,-0.5409647326565962,-0.5085807697229783,-0.023739736012580274,0.0114439029181537
2021-01-07,A0011,-0.0978092571586552,-0.404938137551709,-0.0170747021297125,0.0114439029181537
2021-01-07,A0012,-0.3727693016856888,-0.256183131129887,-0.0054571098194368,0.0114439029181537
2021-01-07,A0013,1.8156837801425585,0.7234360080108316,-0.0160256937764785,0.0114439029181537
2021-01-07,A0014,0.26080675371607887,2.9103571978182763,-0.0232735335541285,0.0114439029181537
2021-01-07,A0015,-1.3066180451032054,-0.2511217122496857,-0.0138740323700099,0.0114439029181537
2021-01-07,A0016,0.2714806203882836,-0.36814491266299804,-0.0084492211014627,0.0114439029181537
2021-01-07,A0017,0.09607176046300385,-0.333175968708767,-0.0175168679524923,0.0114439029181537
2021-01-07,A0018,-0.9916838072199652,0.789518565912776,-0.01303944941086,0.0114439029181537
2021-01-07,A0019,0.8323966289229932,0.0664329837281463,-0.0127257575907463,0.0114439029181537
2021-01-07,A0020,2.019676140529671,0.32945251029065187,5.977928425480658e-05,0.0114439029181537
2021-01-08,A0001,0.9491895441603321,0.61154419415323,0.0059661489179387,-0.0105119837689315
