date,asset,ret,close,volume,market_ret,spread,exchange,share_code
2019-01-01,A0001,0.010138534328910112,22.94306236037932,171063.1591242455,0.0029646735365182883,0.0012578421241158852,NYSE,10
2019-01-02,A0001,-0.0060215864011643385,22.804908728068995,200836.53972059741,0.007069412501661096,0.0011112761376448647,NYSE,10
2019-01-03,A0001,0.009175150476532628,23.014147197252623,222358.99732424386,0.003520791124268024,0.0010614109998267156,NYSE,10
2019-01-04,A0001,-0.006077346511181752,22.874282250075577,191481.95368405615,-0.009940908191888177,0.0010760986526184447,NYSE,10
2019-01-07,A0001,0.0215639945635935,23.36754314816231,220958.5959305694,0.006420321148101453,0.0010580080355227484,NYSE,10
2019-01-08,A0001,0.016168750420687713,23.7453671212696,184422.2291916201,0.004515281272250584,0.0012261737379853812,NYSE,10
2019-01-09,A0001,-0.0038235412542261993,23.654575730484677,150822.1986441712,-0.0037185262249910724,0.0012144557323140511,NYSE,10
2019-01-10,A0001,0.004197229595911954,23.753859415819406,148677.09731666945,0.004439382245282596,0.0012893028033417581,NYSE,10
2019-01-11,A0001,0.009661651849684379,23.9833609355814,128234.95467152173,0.003601473652845688,0.0014585148051516575,NYSE,10
2019-01-14,A0001,0.0009322122583709297,24.005718518642485,115953.01704704955,0.0028647178901930687,0.00171938817677371,NYSE,10
2019-01-15,A0001,0.0013458614910331072,24.038026890761305,120513.19413796533,0.0006826839278507952,0.0017826300202729785,NYSE,10
2019-01-16,A0001,0.008365483678065902,24.239116612368882,129332.39418424896,0.004616441685952213,0.0018252361470097217,NYSE,10
2019-01-17,A0001,-0.00035978033928008024,24.230395854770233,139659.509434912,-0.005234262306723378,0.0017748358334180672,NYSE,10
2019-01-18,A0001,0.0073836928106566346,24.409305654442463,139834.14554993957,-0.0016724428535457557,0.0019033658474742355,NYSE,10
2019-01-21,A0001,-0.015395563937236643,24.033510628575943,145197.63183858583,-0.003767282459834268,0.0018829967068841038,NYSE,10
2019-01-22,A0001,0.008297591351207386,24.232930878506764,130354.16687699925,0.004625074250933037,0.001915404310505927,NYSE,10
2019-01-23,A0001,0.0028361353345527016,24.30165875003107,143638.88628629208,0.001016853829960974,0.0016693854710990305,NYSE,10
2019-01-24,A0001,0.00430064621648435,24.406171586788684,120062.43424610537,-0.0020878763217353816,0.001571803902995838,NYSE,10
2019-01-25,A0001,-0.016023513649254972,24.015098963241716,114903.326476282,-0.0062692330996268085,0.0016165042174825582,NYSE,10
2019-01-28,A0001,0.00993492301021972,24.25368712252433,140433.96995855763,-0.0024630646948364393,0.001418121866508715,NYSE,10
