date,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10
2021-01-01,0.029290141912799897,0.0162712237954803,0.0285602559816871,0.0162070092409294,0.01346176719892844,0.00959249557914875,0.023887065326604,0.01400354291874335,0.025156087603829452,0.022911780908870902
2021-01-04,-0.023213386253482567,-0.00920661884563485,-0.0057850812881616994,-0.018091022322097,0.0012055067802670925,-0.0131999254644974,0.004758746619084901,0.0017691343191859501,0.0026367369679168497,-0.0005057356489534502
2021-01-05,-0.00273191286655605,-0.01179777725448455,-0.00221584925655535,0.009994794385320398,-0.007967065944534349,0.0018580999428782002,0.0110232748203974,0.01687650489716545,0.02554289830859255,-0.013388566057995419
2021-01-06,0.025800215070740182,0.0117674942092789,0.01867777115521625,0.0012642069922505,0.0099933424315893,0.012171290212027302,0.01265227507741875,-0.004904276497224477,0.00527931824723325,0.0058123597385872
2021-01-07,-0.00909228010396585,-0.006966698138969115,-0.01921576606409254,-0.01126590597457465,-0.004434646928646836,-0.01074433525616135,-0.00470563130686335,-0.013418529317037551,-0.005184369741928197,-0.0196496136653035
2021-01-08,-0.01620948222008535,-0.02638086764326545,-0.03409091344434125,-0.0378324764981689,-0.03059827586101488,-0.02613348678069475,-0.0194107132446637,-0.0020452055302994498,0.00020330901146755048,-0.0042233261533503
2021-01-11,-0.0297080283931623,-0.031083700761397097,-0.01168477132783315,-0.0117351948467353,-0.01045997414229936,-0.02172835563881611,-0.0148211019223715,-0.007898994021677149,-0.017254472984294,-0.008550244485914101
2021-01-12,-0.0128175168425349,0.004468411316962916,-2.5597535656600055e-05,-0.014300943488513315,-0.00455339452366295,0.0094397715008482,-0.0036218403122522504,-0.02164362425186605,-0.00678374294556525,-0.0078439417432062
2021-01-13,-0.00106515123014815,-0.00384224341873045,-0.0024211370653110997,-0.0012858575865381497,-0.02650939353517632,-0.013197654748867249,-0.0054404595505585,0.011608120313198106,0.0067222741493799,-0.0222264395070252
2021-01-14,-0.0036118715241263994,-0.01727140036516237,0.00144669733853575,0.012407846237939498,0.02877305871634956,0.00900877226883955,0.005020331392770599,-0.00482957441600585,-0.0079284366985323,0.014163824474226499
2021-01-15,0.0003028724735224999,0.006250744578908601,0.0007692990078441292,0.010019558526661351,-0.0006172932914069501,0.0034684241242017,0.0097481914515155,-0.0026528223782098003,0.01812018076790731,0.0008840063704344001
2021-01-18,0.003245743767227,0.0038256840579904998,-0.012455171994452549,-0.0092487863504169,-0.022465433698137176,-0.0011021531596311003,-0.0067906938283863,-0.00718245308515525,-0.0122494945540024,-0.007162204412024387
2021-01-19,0.0077305581869912005,-0.0019671160168606,-0.0017350380302416,-0.00147064352505225,-0.01139255218322657,0.00384186356436495,-0.004359038201796001,0.010973620814912275,-0.0074916366771099,0.01687589270077955
2021-01-20,0.012140030009106899,0.022884552168101098,0.0008789773979143,0.00576985647702455,0.0233612091847279,-0.00132750273200445,0.01827542470190975,0.02659899675453567,0.0007343191665463919,0.01460900828384885
2021-01-21,0.02019113480190515,0.01231031665256325,0.0360997213632593,0.00392744557967315,-0.00905795610975442,0.018576396703947097,0.01983018077010445,0.0082190156728108,0.026615350881249472,0.0132437850041198
2021-01-22,-0.00333469627852315,-0.010397483607228017,0.01563479633815035,0.011683129380887251,0.0076071313339969,0.0003841673315383,0.00517146580542415,0.024729900463294086,0.0204720492627339,0.01449709564528105
2021-01-25,-0.005676931119243254,-0.006017021554250849,0.007661184377933001,-0.0077303977437256505,-0.0047319993109403,0.01259868693429535,0.0013545165800342,0.027803848738567852,-0.00319688724216725,0.0011189101823971003
2021-01-26,-0.0018304391318626498,0.0158319803392027,0.00890671881008125,0.01057076140138535,-0.006239821341333751,0.00548736938744852,0.018722433643228398,0.0058086824047096,0.01167568847312155,-0.00101701645268905
2021-01-27,-0.0067070844244932004,-0.017796290909509023,-0.0147654520310911,-0.0048290826746035,0.005492736829403193,-0.0045613123262526496,-0.013930681852963549,-0.0273980785792905,-0.0078139337772478,0.0008881801242178002
2021-01-28,0.016894584803359126,-0.011628056475580148,0.01944523283117075,0.004344968550364699,-0.0047365048648222,0.00406763029158015,0.00044684741766749976,0.01681610801485645,0.0052366361715984995,0.010170992133205551
2021-01-29,-0.0009681030150354994,0.0069541873974044,0.007952852844986074,-0.00245036403029025,0.008352841688611199,-0.0007446497661040498,-0.005913706689915213,0.00510093664043585,-0.0031931549002670503,0.0083680608737746
2021-02-01,0.0110415146640084,0.0030040635061593,0.00428993593573555,0.01267149719004635,0.0202807222900207,0.00966447054021895,0.0160475963580302,0.00772643563711665,0.0134428337615645,-0.007379165304718189
2021-02-02,0.0101688229717893,0.0097484113541468,0.014731697766697213,0.0039087455794159,0.01132267494035935,0.0157723510006593,0.0032532979021381,0.011424993956662148,-0.005949656656087972,0.00686886143416975
2021-02-03,-0.028987453596732986,-0.0217533452162312,-0.019636386683058553,-0.00320552071524535,-0.0078482679610609,-0.00944417926392955,-0.01038129754768705,-0.0152281254623948,-0.010331601462624216,-0.00866314327581945
2021-02-04,-0.00445586517461925,0.015954599885510335,0.005211073404145321,0.0004631700580046,0.008048439906947251,-0.0023779033459268,0.0118308744836562,-0.015163361457915782,0.005875136442329549,0.00518656344032375
2021-02-05,0.0111404539405877,0.0084070301539217,0.006573543628875201,0.035314225234069435,0.0036437821421447837,0.011776657945266899,0.019324547820371348,0.01863096819773015,8.051984426209972e-05,0.01100680354145485
2021-02-08,-0.00768603909535245,-0.0131919404507145,-0.011756303142724049,-0.02018223087174495,-0.024952109616480117,-0.0070073971702924506,-0.01599310455273585,7.8326644744507e-05,-0.0134859641665752,-0.01630894272108815
2021-02-09,-0.0032226816518258995,0.00058540914093485,-0.01030926487554881,0.006820863834279431,-0.00493828645799295,-0.0075233446945475995,-0.0189669088995205,-0.0048849416482668,-0.007347656743087851,-0.0082145831969447
2021-02-10,-0.0181409072637812,-0.0156255305422818,-0.015173058176089549,-0.01794614516976955,-0.00743797491180525,0.00341326651520915,-0.02448703461999583,-0.011023485483354599,-0.004730453551538651,0.02140392142716631
2021-02-11,-0.007090982653153,-0.02931053178354774,-0.0226284774370485,-0.02351518542453805,-0.01173329177403585,-0.00807954090437505,-0.0098909896649944,0.007196680972098261,-0.00506711498185455,-0.023545218202913602
2021-02-12,0.013735563184835601,0.008007349912665199,0.01908848457573795,0.025019394021961155,-0.00455935354717245,0.0088144569495164,0.0065027214243982,-0.0122919222345318,-0.0069717799389301975,0.00698447912554485
2021-02-15,0.0134812752460497,0.0015475692688848497,0.0108478813172623,-0.005049732642499777,0.0181449356237846,0.01222650105269365,0.0172525584931033,0.012426328764156697,0.01293570961940005,0.0208678912717841
2021-02-16,0.01281120730109625,-0.00626120261772035,0.0105190852147624,0.0051761067646576,0.0035330330834859,0.010138561104721099,0.011122200098940499,0.0010529795336583,0.01916520986172581,0.006473713892138749
2021-02-17,-0.00419845632444535,-0.0009327980507959129,-0.0114436784428944,0.0042351102975238504,0.0012909414212760998,-0.010122858995240451,0.00420559744912535,0.00015869840209389993,0.004569857308891527,-0.00399511996542985
2021-02-18,-0.0082008690078674,-0.0070231164272744,0.030955229173343084,-0.014698117412361801,-0.0103042475695181,-0.015713143657829,-0.00644448574153435,0.00979278308063825,-0.0031673418465651003,-0.0059054601629783335
2021-02-19,0.04257916002694649,0.00332823640952635,0.00488949822472045,0.01258501807524295,-0.0152323545549496,0.00780710075113065,0.022938670780666748,0.0081903828925205,0.0010724623613719,0.0027870004255803995
2021-02-22,0.00265205835389195,-0.0218908417572393,0.004580230110948796,-0.014688933938971301,-0.026064752020238634,-0.0066705288557983005,-0.0060433638769582,-0.01784331534842715,0.007408460835562772,0.00055645199493115
2021-02-23,0.008608368418458658,0.0115257209513226,-0.00215862344656675,0.004074101929265249,0.009610071331874,0.00704273209601525,-0.0016781755553588501,0.020570347063315002,0.00018322515148154993,0.00410680085655035
2021-02-24,0.0150972670695017,0.0041674754581156,0.0017155611430256998,0.0022147591408457528,0.00764452626550525,0.00377911971641565,0.0089735075602497,0.0058046778556713995,0.012073302194052709,0.015636017669713752
2021-02-25,0.00393261941826405,0.0128523121294566,-0.009893019498819504,0.01056450879212065,0.0005944215895495001,0.010670409703413552,0.0189498475196215,0.0190561685295805,0.0095946222132995,0.0459924991564086
2021-02-26,-0.020560105188684202,-0.00586854801638775,-0.0047882332051495495,-0.004635226543828849,-0.0098262259720679,0.0129150266325207,-0.01259556932059485,0.010733624524998401,-0.011192904023705449,0.01847465809567072
2021-03-01,-0.00023389159335215036,0.0008453727767095999,-0.018646816019467938,0.0038428932315338997,0.004054807699023,-0.0044740806777583,-0.0051924271679826,0.0069636050255287,-0.01451629901604495,-0.011743868828176499
2021-03-02,0.012980937637627053,-0.009895432461672,0.0008530880776746999,-0.00479597096065815,-0.00558278081003965,-0.0096960155441251,-0.01332083783590545,-0.0070246863319493496,0.0027847620695748993,-0.005241707778469129
2021-03-03,0.0107798136419578,0.02323602433051945,0.0233138684975182,0.01148401681444805,0.00877857781928195,0.02587947096010178,0.0197260426257736,0.0024440672756253787,-0.00221452883628315,0.01620417606051125
2021-03-04,-0.0037502475431978,0.0033147879004603613,0.0030617665376438006,-0.0040792487909888,0.00778294318822035,-0.01821501674405232,-0.00177210668310325,-0.0134825130139827,0.008527131810475999,0.0038597611590094
2021-03-05,-0.022466724516722353,0.010899119687783593,-0.006115153179094049,-0.0298399935534561,-0.01838383240036235,-0.00525626336199785,-0.023272577106277184,-0.01893706051260175,-0.0178618501466955,-0.0029611650432970994
2021-03-08,0.00441916280953815,-0.00450484425774195,-0.00605965983112335,0.0080328715302841,-0.0016837629188249,0.00011373754030410011,0.00710147835406765,-0.005571851947236914,0.02242749135417475,0.00121447917259565
2021-03-09,0.032117247332202496,0.024264480441401202,0.003144136982325794,0.02356295112160145,0.01602166100735035,0.029393073863179103,0.01550793084507985,0.0004769548958367,0.0180174886574328,0.0107615106911019
2021-03-10,0.00902459639378015,-0.00023438492107784998,-0.0017125324482465017,-0.0025400495010997007,-0.0031318575588862507,0.008951859434325101,0.0167475946486772,0.0050443055882993006,0.03285307744176216,0.007197883151982
2021-03-11,0.0192057011982133,0.013582927774979055,-0.01067196470226765,-0.0056955318611431665,0.00674548874964365,0.0090684408528647,0.0094290710734308,0.0051911177076545,0.025565348761385102,0.008536308314401699
2021-03-12,0.0229853312935357,0.00468462964468915,0.00594589434878055,-0.00475425242717095,0.0017789374728485107,0.0006893659770932999,0.00394843528998175,0.01212678910076305,0.0078945153207579,0.024852050741997988
2021-03-15,-0.021754893902632952,-0.03112547613252389,-0.004797948082599715,-0.01577043275176335,-0.02602839536049175,-0.02605207575692985,-0.01178645266205615,-0.01653391149360205,-0.015754149329844,-0.01915908498205305
2021-03-16,-0.03608771268840162,-0.0125056544917369,-0.0020303938832029367,-0.019994556178206502,-0.01424195299962305,-0.01705995457398405,-0.026626953948341303,-0.02622987312482845,-0.0263175666529644,-0.01387622697835805
2021-03-17,-0.01593595051652052,-0.01184080487626085,-0.01535815254775575,-0.007876146761810249,-0.018967840375622352,-0.017631493469410252,0.005034086002484779,-0.018751763380204498,-0.0136495070697311,-0.00245957921500445
2021-03-18,-0.0092103673396378,-0.0019065089890948999,-0.01078406128665035,0.0052893835528805494,-0.0051145516884266,-0.0033004510351993,-0.0086538811193855,-0.0053755051161843035,-0.00876777460880295,0.00901001801652325
2021-03-19,-0.013768172750647548,-0.014901065252661251,-0.013395210595049199,-0.0028585359414997503,-0.022132882443181484,-0.0007614609687511,0.014823002262491069,0.0075614908980715,-0.0032660670159313497,-0.00327866864512755
2021-03-22,0.01334222294080439,-0.01307055826366875,-0.00430923148716715,0.00159741966167,-0.0018597837257087,0.002410388994292,0.0144272102219849,-0.020206159870486528,0.0058266347158769,0.0152456394560616
2021-03-23,-0.017601922972557593,0.00998668718657925,0.016005553573271353,-0.0031412796301523,0.0044203344457568,0.014024330883712365,-0.0020842450573789,0.002661909101109649,0.0154909614605065,0.00805085207250495
